Station Name,From,FT,To,TT,PM10,PM2.5,"AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Alipur, Delhi - DPCC",20-Feb-2022,10:00,20-Feb-2022,11:00,171.0,97.0,20.38,987.55,404.75,52.23,232.98,0.0,1.62,8.0,12.57,5.85,10.4,0.7,,0.95,4.62,0.0,,
"Alipur, Delhi - DPCC",20-Feb-2022,11:00,20-Feb-2022,12:00,162.0,96.0,22.4,987.03,538.23,48.27,241.05,0.0,1.35,6.55,10.28,4.87,9.33,0.67,,0.8,7.42,0.17,,
"Alipur, Delhi - DPCC",20-Feb-2022,12:00,20-Feb-2022,13:00,158.0,78.0,23.55,986.05,576.67,45.7,235.32,0.0,1.0,4.93,7.72,4.88,9.0,0.6,,0.7,9.18,0.2,,
"Alipur, Delhi - DPCC",20-Feb-2022,13:00,20-Feb-2022,14:00,144.0,69.0,24.38,985.05,565.58,42.88,233.15,0.0,0.98,4.65,7.28,4.75,8.7,0.57,,0.6,8.3,0.05,,
"Alipur, Delhi - DPCC",20-Feb-2022,14:00,20-Feb-2022,15:00,150.0,63.0,24.78,984.47,488.6,40.88,233.82,0.0,0.93,4.42,6.88,4.53,7.45,0.6,,0.55,6.4,0.0,,
"Alipur, Delhi - DPCC",20-Feb-2022,15:00,20-Feb-2022,16:00,144.0,56.0,24.23,984.0,355.75,40.85,235.25,0.0,0.97,4.35,6.72,4.45,6.85,0.53,,0.75,6.53,0.12,,
"Alipur, Delhi - DPCC",20-Feb-2022,16:00,20-Feb-2022,17:00,144.0,47.0,23.25,983.83,198.45,44.22,241.12,0.0,0.82,5.23,8.6,4.55,10.3,0.6,,0.57,7.67,0.0,,
"Alipur, Delhi - DPCC",20-Feb-2022,17:00,20-Feb-2022,18:00,139.0,61.0,21.53,984.12,60.53,48.15,241.53,0.0,0.78,7.35,12.62,3.95,14.4,0.65,,0.55,9.55,0.08,,
"Alipur, Delhi - DPCC",20-Feb-2022,18:00,20-Feb-2022,19:00,147.0,66.0,19.0,984.0,6.5,55.3,243.05,0.0,0.78,12.38,22.07,4.58,12.35,0.72,,0.5,11.45,0.0,,
"Alipur, Delhi - DPCC",20-Feb-2022,19:00,20-Feb-2022,20:00,175.0,77.0,17.85,984.52,4.5,57.73,253.97,0.0,0.85,16.55,29.8,4.1,10.95,0.8,,0.53,21.43,0.2,,
"Alipur, Delhi - DPCC",20-Feb-2022,20:00,20-Feb-2022,21:00,174.0,83.0,17.0,984.95,4.53,58.8,249.12,0.0,1.72,21.43,37.62,4.02,9.38,0.75,,0.72,28.43,0.3,,
"Alipur, Delhi - DPCC",20-Feb-2022,21:00,20-Feb-2022,22:00,172.0,81.75,16.57,985.38,4.57,60.5,244.57,0.0,1.2,17.43,30.95,3.48,8.28,0.7,,0.57,27.6,0.05,,
"Alipur, Delhi - DPCC",20-Feb-2022,22:00,20-Feb-2022,23:00,156.0,75.0,16.25,985.58,4.53,61.72,261.55,0.0,0.93,17.05,30.67,3.92,8.3,0.73,,0.58,20.48,0.0,,
"Alipur, Delhi - DPCC",20-Feb-2022,23:00,21-Feb-2022,00:00,178.0,96.0,15.2,985.15,4.57,64.6,261.97,0.0,1.1,17.38,31.05,4.08,8.75,0.67,,0.62,19.32,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,00:00,21-Feb-2022,01:00,143.0,79.0,14.55,984.83,4.53,64.6,230.53,0.0,1.28,19.2,34.1,3.75,7.95,0.62,,0.6,14.38,0.15,,
"Alipur, Delhi - DPCC",21-Feb-2022,01:00,21-Feb-2022,02:00,166.0,78.0,12.75,984.55,4.53,71.3,204.02,0.0,5.97,28.4,44.17,3.7,8.25,0.8,,0.72,11.1,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,02:00,21-Feb-2022,03:00,230.0,106.0,12.95,984.25,4.55,70.45,250.9,0.0,1.6,17.6,30.6,6.8,7.6,0.7,,0.85,9.7,0.12,,
"Alipur, Delhi - DPCC",21-Feb-2022,03:00,21-Feb-2022,04:00,177.0,103.0,11.65,983.67,4.5,72.97,204.5,0.0,1.3,18.8,33.35,5.45,8.07,0.7,,0.82,9.45,0.08,,
"Alipur, Delhi - DPCC",21-Feb-2022,04:00,21-Feb-2022,05:00,188.0,116.0,10.88,983.75,4.53,75.65,230.88,0.0,2.12,19.15,32.67,5.1,7.63,0.75,,0.9,8.07,0.07,,
"Alipur, Delhi - DPCC",21-Feb-2022,05:00,21-Feb-2022,06:00,196.0,111.0,10.2,984.25,4.5,76.38,232.57,0.0,2.7,19.5,32.5,5.05,6.22,0.8,,0.88,6.35,0.12,,
"Alipur, Delhi - DPCC",21-Feb-2022,06:00,21-Feb-2022,07:00,210.0,121.0,9.73,984.7,5.2,76.03,206.1,0.0,3.05,20.52,33.9,4.6,6.4,0.8,,0.83,5.2,0.1,,
"Alipur, Delhi - DPCC",21-Feb-2022,07:00,21-Feb-2022,08:00,189.0,95.0,10.03,985.33,36.55,75.58,199.97,0.0,14.77,30.8,35.2,4.32,6.43,1.0,,0.95,4.47,0.05,,
"Alipur, Delhi - DPCC",21-Feb-2022,08:00,21-Feb-2022,09:00,216.0,112.0,13.97,986.77,187.98,63.27,218.88,0.0,13.78,30.8,37.4,4.15,9.98,0.8,,0.88,4.25,0.12,,
"Alipur, Delhi - DPCC",21-Feb-2022,09:00,21-Feb-2022,10:00,252.0,122.0,17.83,987.45,348.48,52.17,226.4,0.0,8.75,23.2,30.2,4.15,13.4,0.7,,0.93,4.17,0.4,,
"Alipur, Delhi - DPCC",21-Feb-2022,10:00,21-Feb-2022,11:00,244.0,105.0,21.68,987.72,436.98,41.7,234.62,0.0,3.0,10.9,15.85,3.92,12.37,0.53,,0.97,4.62,0.4,,
"Alipur, Delhi - DPCC",21-Feb-2022,11:00,21-Feb-2022,12:00,186.0,68.0,23.77,987.4,588.42,37.97,222.07,0.0,2.05,9.85,15.43,3.35,11.93,0.55,,0.78,8.28,0.17,,
"Alipur, Delhi - DPCC",21-Feb-2022,12:00,21-Feb-2022,13:00,185.0,61.0,25.5,986.85,629.08,35.55,223.45,0.0,1.55,7.65,11.95,3.17,11.6,0.47,3.33,0.55,7.33,0.12,,
"Alipur, Delhi - DPCC",21-Feb-2022,13:00,21-Feb-2022,14:00,155.0,51.0,26.83,985.93,609.67,33.33,229.62,0.0,1.18,6.25,9.9,3.12,10.9,0.4,3.42,0.57,5.25,0.1,,
"Alipur, Delhi - DPCC",21-Feb-2022,14:00,21-Feb-2022,15:00,147.0,42.0,27.18,985.45,520.62,31.85,225.93,0.0,0.9,5.25,8.45,3.0,9.15,0.5,3.95,0.53,3.58,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,15:00,21-Feb-2022,16:00,114.0,33.0,26.73,985.38,386.55,33.55,248.38,0.0,0.93,5.58,9.03,3.08,8.75,0.5,4.18,0.57,3.55,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,16:00,21-Feb-2022,17:00,125.0,33.0,25.68,985.35,235.82,33.98,242.07,0.0,1.03,5.5,8.75,3.07,9.57,0.5,4.55,0.4,5.15,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,17:00,21-Feb-2022,18:00,119.0,34.0,23.05,985.27,74.65,38.7,262.75,0.0,0.98,8.28,14.07,3.0,10.3,0.55,4.52,0.38,6.8,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,18:00,21-Feb-2022,19:00,182.0,34.0,17.72,985.15,7.17,49.38,267.45,0.0,2.25,22.55,39.0,3.17,8.8,0.7,4.12,0.45,8.08,0.0,,
"Alipur, Delhi - DPCC",21-Feb-2022,19:00,21-Feb-2022,20:00,245.0,53.0,15.5,985.7,4.62,57.35,267.18,0.0,45.83,84.05,88.33,2.92,10.05,1.27,2.48,0.55,7.05,0.28,,
"Alipur, Delhi - DPCC",21-Feb-2022,20:00,21-Feb-2022,21:00,348.0,95.0,14.43,986.42,4.57,64.52,123.27,0.0,49.07,80.4,76.0,3.35,10.55,1.3,2.33,0.62,6.82,0.52,,
"Alipur, Delhi - DPCC",21-Feb-2022,21:00,21-Feb-2022,22:00,405.0,130.0,13.2,987.07,4.62,69.5,20.5,0.0,74.03,98.03,70.35,3.42,9.78,1.75,2.27,0.88,8.07,0.82,,
"Alipur, Delhi - DPCC",21-Feb-2022,22:00,21-Feb-2022,23:00,437.0,157.0,12.77,987.38,4.6,69.27,31.75,0.0,51.58,67.9,48.3,3.45,10.2,1.48,2.35,1.1,9.18,1.12,,
"Alipur, Delhi - DPCC",21-Feb-2022,23:00,22-Feb-2022,00:00,327.0,130.0,12.03,987.85,4.6,71.12,57.25,0.0,37.18,59.4,54.2,3.38,7.62,1.33,2.45,1.08,9.88,0.88,,
"Alipur, Delhi - DPCC",22-Feb-2022,00:00,22-Feb-2022,01:00,291.0,150.0,11.85,987.9,4.6,71.35,77.25,0.0,18.4,39.8,46.65,3.35,7.8,1.02,2.5,1.4,11.43,1.15,,
"Alipur, Delhi - DPCC",22-Feb-2022,01:00,22-Feb-2022,02:00,266.0,151.0,11.7,987.85,4.53,70.82,38.65,0.0,22.88,41.6,43.1,3.38,7.75,1.13,3.0,1.32,13.45,1.1,,
"Alipur, Delhi - DPCC",22-Feb-2022,02:00,22-Feb-2022,03:00,287.0,147.0,10.62,987.45,4.53,72.57,33.17,0.0,11.9,35.4,48.2,6.1,7.1,1.0,2.8,1.75,12.95,1.27,,
"Alipur, Delhi - DPCC",22-Feb-2022,03:00,22-Feb-2022,04:00,343.0,283.0,10.27,986.85,4.53,74.73,44.12,0.0,11.95,34.3,44.97,5.15,6.97,1.1,2.53,1.7,11.15,0.98,,
"Alipur, Delhi - DPCC",22-Feb-2022,04:00,22-Feb-2022,05:00,284.0,239.0,10.43,987.0,4.5,74.03,81.43,0.0,10.05,32.6,45.73,4.45,7.67,1.1,2.4,1.73,9.38,0.9,,
"Alipur, Delhi - DPCC",22-Feb-2022,05:00,22-Feb-2022,06:00,233.0,185.0,11.8,987.77,4.35,67.47,85.17,0.0,7.15,31.83,49.0,4.1,12.28,0.97,2.48,1.67,7.77,0.75,,
"Alipur, Delhi - DPCC",22-Feb-2022,06:00,22-Feb-2022,07:00,241.0,174.0,12.4,988.45,4.85,64.08,79.3,0.0,6.03,31.97,50.77,3.83,17.35,0.9,2.4,1.75,6.8,0.42,,
"Alipur, Delhi - DPCC",22-Feb-2022,07:00,22-Feb-2022,08:00,263.0,175.0,12.7,989.0,38.65,63.28,72.72,0.0,6.85,28.93,43.85,3.92,18.88,1.03,2.6,1.8,6.8,0.7,,
"Alipur, Delhi - DPCC",22-Feb-2022,08:00,22-Feb-2022,09:00,318.0,235.0,16.02,989.6,162.08,57.08,84.5,0.0,5.08,22.12,33.75,3.7,19.5,1.0,3.08,1.75,6.4,0.7,,
"Alipur, Delhi - DPCC",22-Feb-2022,09:00,22-Feb-2022,10:00,279.0,169.0,20.27,989.85,314.68,49.42,91.9,0.0,3.5,20.02,32.25,3.9,23.12,0.97,5.02,1.8,5.65,0.47,,
"Alipur, Delhi - DPCC",22-Feb-2022,10:00,22-Feb-2022,11:00,300.0,151.0,23.78,989.5,404.62,40.6,104.77,0.0,2.5,15.02,24.4,3.4,25.87,0.73,8.47,1.73,4.95,0.75,,
"Alipur, Delhi - DPCC",22-Feb-2022,11:00,22-Feb-2022,12:00,337.0,92.0,25.52,989.25,546.0,36.58,115.67,0.0,1.1,8.53,14.32,3.22,17.88,0.43,12.82,1.52,4.38,0.42,,
"Alipur, Delhi - DPCC",22-Feb-2022,12:00,22-Feb-2022,13:00,322.0,46.25,26.38,988.45,587.25,36.17,111.85,0.0,1.2,6.62,10.65,3.25,12.53,0.4,14.53,1.07,3.8,0.48,,
"Alipur, Delhi - DPCC",22-Feb-2022,13:00,22-Feb-2022,14:00,290.0,42.5,27.0,987.42,569.25,35.73,117.0,0.0,1.25,6.5,10.3,3.25,10.93,0.4,15.97,0.85,3.3,0.07,,
"Alipur, Delhi - DPCC",22-Feb-2022,14:00,22-Feb-2022,15:00,289.0,38.75,27.2,986.77,471.27,36.43,108.38,0.0,1.0,6.3,10.27,3.25,10.35,0.5,17.45,0.85,2.95,0.08,,
"Alipur, Delhi - DPCC",22-Feb-2022,15:00,22-Feb-2022,16:00,243.0,41.0,26.5,985.88,347.48,37.9,107.08,0.0,1.2,6.58,10.5,3.27,9.9,0.58,18.7,0.62,2.53,0.15,,
"Alipur, Delhi - DPCC",22-Feb-2022,16:00,22-Feb-2022,17:00,250.0,41.0,25.15,985.58,205.15,41.8,102.5,0.0,0.85,6.55,11.05,3.45,10.23,0.6,19.3,0.65,2.43,0.1,,
"Alipur, Delhi - DPCC",22-Feb-2022,17:00,22-Feb-2022,18:00,250.0,45.5,23.52,986.15,68.25,43.65,105.95,0.0,0.9,6.47,10.75,3.23,11.48,0.6,22.35,0.6,2.2,0.12,,
"Alipur, Delhi - DPCC",22-Feb-2022,18:00,22-Feb-2022,19:00,230.0,53.25,21.8,987.18,6.15,48.1,92.75,0.0,1.05,8.33,14.03,3.28,15.38,0.67,23.0,0.5,2.18,0.12,,
"Alipur, Delhi - DPCC",22-Feb-2022,19:00,22-Feb-2022,20:00,183.0,66.75,20.23,987.85,4.25,53.6,90.78,0.0,1.1,10.18,17.5,3.33,15.7,0.8,18.82,0.75,2.83,0.03,,
"Alipur, Delhi - DPCC",22-Feb-2022,20:00,22-Feb-2022,21:00,189.0,79.25,19.62,988.63,4.33,56.67,92.98,0.0,1.08,10.03,17.4,3.15,12.12,0.7,17.27,0.62,4.32,0.03,,
"Alipur, Delhi - DPCC",22-Feb-2022,21:00,22-Feb-2022,22:00,177.0,85.25,19.35,989.42,4.3,58.15,94.7,0.0,0.75,8.7,15.2,3.25,12.02,0.72,18.8,0.6,3.68,0.1,,
"Alipur, Delhi - DPCC",22-Feb-2022,22:00,22-Feb-2022,23:00,173.0,96.0,18.95,989.75,4.25,60.08,90.07,0.0,0.8,8.32,14.43,3.27,11.13,0.8,17.38,0.73,3.0,0.0,,
"Alipur, Delhi - DPCC",22-Feb-2022,23:00,23-Feb-2022,00:00,175.0,108.0,18.83,989.85,4.22,59.72,101.55,0.0,1.3,8.22,13.48,3.08,9.95,0.8,18.65,0.65,2.62,0.08,,
"Alipur, Delhi - DPCC",23-Feb-2022,00:00,23-Feb-2022,01:00,178.0,108.0,18.77,990.0,4.3,59.0,108.93,0.0,0.78,6.75,11.5,3.0,10.88,0.73,20.4,0.5,2.05,0.08,,
"Alipur, Delhi - DPCC",23-Feb-2022,01:00,23-Feb-2022,02:00,178.0,102.0,18.65,989.97,4.25,59.1,108.3,0.0,0.65,6.97,12.1,3.0,13.47,0.7,20.1,0.53,2.1,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,02:00,23-Feb-2022,03:00,190.0,106.0,18.07,989.55,4.27,60.95,104.85,0.0,1.0,8.0,13.4,7.2,12.8,0.7,19.88,0.47,1.75,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,03:00,23-Feb-2022,04:00,162.0,108.0,17.55,989.42,4.28,63.15,101.97,0.0,0.85,7.52,12.78,5.87,12.62,0.7,18.1,0.57,1.57,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,04:00,23-Feb-2022,05:00,154.0,110.0,17.02,989.95,4.25,65.85,97.7,0.0,0.93,7.3,12.25,5.65,11.73,0.8,15.62,0.5,1.5,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,05:00,23-Feb-2022,06:00,150.0,111.0,16.77,990.65,4.3,67.3,98.05,0.0,1.23,7.5,12.23,5.83,10.53,0.77,14.72,0.6,1.52,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,06:00,23-Feb-2022,07:00,154.0,110.0,16.23,991.25,4.82,69.0,100.47,0.0,1.05,8.07,13.57,5.95,10.3,0.8,13.32,0.7,1.42,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,07:00,23-Feb-2022,08:00,152.0,117.0,16.15,992.25,29.27,69.95,96.9,0.0,1.1,9.1,15.0,5.83,9.82,0.8,12.1,0.85,1.48,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,08:00,23-Feb-2022,09:00,161.0,118.0,17.4,993.25,116.08,66.22,102.75,0.0,1.05,8.88,15.07,5.7,9.52,0.8,13.55,0.73,1.4,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,09:00,23-Feb-2022,10:00,162.0,113.0,18.77,993.85,224.25,61.83,91.28,0.0,1.65,10.3,16.88,5.62,11.02,0.88,14.27,0.8,1.57,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,10:00,23-Feb-2022,11:00,186.0,125.0,20.3,994.08,320.45,57.88,88.25,0.0,1.9,10.07,15.67,5.38,12.73,0.85,16.02,0.83,1.6,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,11:00,23-Feb-2022,12:00,205.0,117.0,21.5,994.17,393.33,55.08,104.9,0.0,1.65,8.72,13.77,5.3,11.78,0.8,19.55,0.8,1.8,0.1,,
"Alipur, Delhi - DPCC",23-Feb-2022,12:00,23-Feb-2022,13:00,222.0,113.0,22.62,993.65,385.02,52.32,93.42,0.0,1.48,8.73,14.12,5.1,12.62,0.8,22.55,0.85,2.05,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,13:00,23-Feb-2022,14:00,199.0,108.0,23.12,992.73,315.68,51.6,86.65,0.0,1.38,8.15,13.22,4.83,13.22,0.8,25.05,0.72,2.17,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,14:00,23-Feb-2022,15:00,193.0,103.0,23.72,992.0,349.7,50.9,69.97,0.0,1.32,6.9,10.95,4.55,15.38,0.7,33.65,0.62,2.15,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,15:00,23-Feb-2022,16:00,180.0,96.0,24.15,991.55,280.75,50.4,76.45,0.0,1.42,6.5,10.05,4.58,14.45,0.7,30.05,0.53,2.32,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,16:00,23-Feb-2022,17:00,163.0,97.0,23.63,991.4,162.9,52.4,74.5,0.0,1.23,6.53,10.43,4.57,12.83,0.7,26.62,0.47,2.0,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,17:00,23-Feb-2022,18:00,168.0,90.0,21.85,991.28,51.9,58.38,57.85,0.0,0.95,7.47,12.6,4.22,10.1,0.83,21.9,0.55,1.95,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,18:00,23-Feb-2022,19:00,156.0,88.0,19.25,991.78,6.38,65.55,59.4,0.0,1.1,10.32,17.75,4.12,9.45,0.93,15.8,0.35,1.83,0.0,,
"Alipur, Delhi - DPCC",23-Feb-2022,19:00,23-Feb-2022,20:00,177.0,112.0,17.48,992.75,4.38,72.17,65.95,0.0,1.05,14.95,26.52,4.1,8.7,1.03,9.35,0.38,1.95,0.43,,
"Alipur, Delhi - DPCC",23-Feb-2022,20:00,23-Feb-2022,21:00,206.0,133.0,17.25,993.42,4.33,72.15,68.83,0.0,1.2,20.2,36.12,3.88,8.22,1.05,7.0,0.4,2.4,0.17,,
"Alipur, Delhi - DPCC",23-Feb-2022,21:00,23-Feb-2022,22:00,230.0,151.0,15.95,994.05,4.3,76.9,62.17,0.0,1.2,18.25,32.45,3.73,7.3,1.05,4.65,0.65,3.45,0.15,,
"Alipur, Delhi - DPCC",23-Feb-2022,22:00,23-Feb-2022,23:00,224.0,144.75,15.5,994.35,4.22,77.7,37.6,0.0,1.3,16.85,29.67,3.58,6.47,1.0,4.12,0.53,3.1,0.05,,
"Alipur, Delhi - DPCC",23-Feb-2022,23:00,24-Feb-2022,00:00,208.0,141.0,14.73,994.37,4.27,78.47,34.7,0.0,4.57,21.4,33.2,3.13,6.17,1.0,2.73,0.47,2.73,0.2,,
"Alipur, Delhi - DPCC",24-Feb-2022,00:00,24-Feb-2022,01:00,183.0,130.0,14.4,994.35,4.3,81.03,34.73,0.0,9.75,26.32,34.52,3.0,6.05,1.02,2.35,0.5,2.4,0.15,,
"Alipur, Delhi - DPCC",24-Feb-2022,01:00,24-Feb-2022,02:00,174.0,140.0,13.85,993.92,4.3,82.25,42.08,0.0,9.4,24.15,30.92,3.15,6.03,1.03,2.7,0.57,2.12,0.3,,
"Alipur, Delhi - DPCC",24-Feb-2022,02:00,24-Feb-2022,03:00,191.0,156.0,13.38,993.5,4.33,82.75,43.5,0.0,25.1,32.5,22.8,8.4,6.3,1.1,2.58,0.65,2.15,0.12,,
"Alipur, Delhi - DPCC",24-Feb-2022,03:00,24-Feb-2022,04:00,241.0,184.0,13.03,993.25,4.32,82.8,43.42,0.0,18.22,26.12,21.18,7.1,6.17,1.2,2.23,0.78,1.9,0.2,,
"Alipur, Delhi - DPCC",24-Feb-2022,04:00,24-Feb-2022,05:00,226.0,191.0,12.88,993.28,4.35,82.85,43.15,0.0,13.35,22.85,22.52,6.27,6.4,1.5,2.57,0.93,1.8,0.12,,
"Alipur, Delhi - DPCC",24-Feb-2022,05:00,24-Feb-2022,06:00,249.0,204.0,12.8,993.35,4.32,82.9,43.52,0.0,12.75,20.93,19.88,5.7,4.98,1.52,2.53,1.12,1.7,0.3,,
"Alipur, Delhi - DPCC",24-Feb-2022,06:00,24-Feb-2022,07:00,228.0,200.0,12.32,993.88,5.05,82.85,40.8,0.0,13.6,20.8,18.2,6.05,4.85,1.35,2.53,1.23,1.78,0.25,,
"Alipur, Delhi - DPCC",24-Feb-2022,07:00,24-Feb-2022,08:00,224.0,191.0,12.93,994.5,32.5,82.9,40.9,0.0,27.9,33.85,20.9,4.7,5.38,1.5,3.7,1.1,1.73,0.15,,
"Alipur, Delhi - DPCC",24-Feb-2022,08:00,24-Feb-2022,09:00,268.0,204.0,14.55,995.12,128.4,82.45,35.62,0.0,23.77,35.3,29.85,6.5,5.9,1.38,3.5,1.07,1.72,0.25,,
"Alipur, Delhi - DPCC",24-Feb-2022,09:00,24-Feb-2022,10:00,272.0,201.0,18.1,995.52,241.52,71.12,77.8,0.0,10.87,28.83,41.05,5.22,8.05,1.27,4.77,1.23,1.8,0.38,,
"Alipur, Delhi - DPCC",24-Feb-2022,10:00,24-Feb-2022,11:00,282.0,201.0,22.38,995.3,331.27,56.02,132.28,0.0,5.53,25.33,39.2,3.25,13.13,1.15,11.3,1.25,1.92,0.42,,
"Alipur, Delhi - DPCC",24-Feb-2022,11:00,24-Feb-2022,12:00,376.0,219.0,24.3,995.0,405.45,50.7,197.17,0.0,4.58,32.58,54.22,4.17,15.65,1.08,19.2,1.2,2.33,0.08,,
"Alipur, Delhi - DPCC",24-Feb-2022,12:00,24-Feb-2022,13:00,367.0,188.0,25.38,994.53,454.85,47.15,201.12,0.0,2.1,15.42,25.82,3.83,14.5,0.7,30.28,1.33,2.77,0.42,,
"Alipur, Delhi - DPCC",24-Feb-2022,13:00,24-Feb-2022,14:00,324.0,141.0,26.65,993.65,439.35,44.25,219.75,0.0,1.15,12.95,22.55,3.53,14.18,0.67,36.08,1.05,3.35,0.3,,
"Alipur, Delhi - DPCC",24-Feb-2022,14:00,24-Feb-2022,15:00,262.0,135.0,26.95,992.73,373.42,41.0,236.7,0.0,1.0,7.23,12.07,2.8,10.73,0.6,33.15,0.95,4.42,0.15,,
"Alipur, Delhi - DPCC",24-Feb-2022,15:00,24-Feb-2022,16:00,196.0,86.0,26.9,992.15,328.53,41.65,225.27,0.0,1.12,6.4,10.35,2.83,9.82,0.62,31.98,0.83,5.03,0.05,,
"Alipur, Delhi - DPCC",24-Feb-2022,16:00,24-Feb-2022,17:00,183.0,84.0,25.68,991.75,167.03,42.05,234.53,0.0,0.9,5.53,8.97,2.53,7.83,0.55,27.62,0.62,4.83,0.0,,
"Alipur, Delhi - DPCC",24-Feb-2022,17:00,24-Feb-2022,18:00,190.0,58.0,23.08,991.75,54.35,49.85,154.45,0.0,0.9,8.03,13.65,3.35,7.78,0.67,22.85,0.57,4.08,0.03,,
"Alipur, Delhi - DPCC",24-Feb-2022,18:00,24-Feb-2022,19:00,190.0,79.0,19.28,992.38,6.62,57.95,216.6,0.0,0.68,13.98,25.25,2.98,6.7,0.68,14.52,0.47,3.17,0.0,,
"Alipur, Delhi - DPCC",24-Feb-2022,19:00,24-Feb-2022,20:00,217.0,73.0,17.62,993.3,4.2,66.92,37.42,0.0,0.95,15.5,27.7,2.83,7.52,1.0,11.58,0.45,2.6,0.17,,
"Alipur, Delhi - DPCC",24-Feb-2022,20:00,24-Feb-2022,21:00,234.0,101.0,16.8,993.92,4.28,73.07,37.78,0.0,1.12,16.92,30.1,3.25,7.3,1.07,8.25,0.25,3.03,0.15,,
"Alipur, Delhi - DPCC",24-Feb-2022,21:00,24-Feb-2022,22:00,246.0,146.0,15.83,994.5,4.22,76.92,39.55,0.0,1.25,18.62,33.15,3.15,8.28,1.32,4.0,0.38,3.1,0.12,,
"Alipur, Delhi - DPCC",24-Feb-2022,22:00,24-Feb-2022,23:00,229.0,146.0,15.15,994.9,4.25,78.88,39.3,0.0,1.18,16.48,29.15,3.2,7.87,1.25,3.62,0.57,2.83,0.28,,
"Alipur, Delhi - DPCC",24-Feb-2022,23:00,25-Feb-2022,00:00,230.0,162.0,15.12,994.98,4.27,81.4,39.3,0.0,1.52,15.43,26.65,3.15,5.75,1.08,3.42,0.5,2.58,0.07,,
"Alipur, Delhi - DPCC",25-Feb-2022,00:00,25-Feb-2022,01:00,226.0,150.0,14.65,994.77,4.3,80.45,39.73,0.0,1.05,13.83,24.35,3.02,5.12,0.9,3.97,0.53,2.65,0.15,,
"Alipur, Delhi - DPCC",25-Feb-2022,01:00,25-Feb-2022,02:00,196.0,145.0,14.32,994.55,4.33,82.62,39.73,0.0,1.1,13.67,24.03,3.02,4.68,0.9,2.4,0.57,2.35,0.17,,
"Alipur, Delhi - DPCC",25-Feb-2022,02:00,25-Feb-2022,03:00,188.0,147.0,13.95,994.33,4.3,82.73,38.28,0.0,3.5,14.1,21.3,8.3,4.1,0.9,2.47,0.55,1.97,0.08,,
"Alipur, Delhi - DPCC",25-Feb-2022,03:00,25-Feb-2022,04:00,175.0,140.0,13.5,993.95,4.3,82.8,37.6,0.0,2.2,11.75,18.73,6.58,4.1,0.9,2.95,0.47,1.9,0.1,,
"Alipur, Delhi - DPCC",25-Feb-2022,04:00,25-Feb-2022,05:00,173.0,140.0,13.15,993.8,4.28,82.8,37.8,0.0,2.42,13.6,21.85,5.88,3.93,0.9,2.38,0.6,1.7,0.17,,
"Alipur, Delhi - DPCC",25-Feb-2022,05:00,25-Feb-2022,06:00,186.0,140.0,12.53,994.08,4.3,82.8,37.82,0.0,1.67,10.53,17.23,5.42,4.47,0.9,2.93,0.8,1.62,0.05,,
"Alipur, Delhi - DPCC",25-Feb-2022,06:00,25-Feb-2022,07:00,179.0,139.0,12.03,994.8,5.3,82.72,37.9,0.0,2.93,11.28,16.73,5.08,4.2,0.92,2.4,0.82,1.4,0.0,,
"Alipur, Delhi - DPCC",25-Feb-2022,07:00,25-Feb-2022,08:00,167.0,141.0,12.43,995.5,41.12,82.78,48.48,0.0,4.05,13.93,19.98,5.0,4.62,1.03,2.78,0.6,1.32,0.0,,
"Alipur, Delhi - DPCC",25-Feb-2022,08:00,25-Feb-2022,09:00,125.0,111.0,14.72,996.08,149.07,81.53,73.3,0.0,10.7,24.05,28.8,5.05,5.28,1.07,2.83,0.65,1.35,0.0,,
